WARENAUSGANG_NR;WARENAUSGANG_DATUM;RECHNUNGSNUMMER;DEBITOR;DEBITORNAME;BETRAG_EUR;LAGERORT
WA301635;26.10.2025;AR501635;100106;ALPHA RECYCLING AG;1118,00;Werk Musterhausen
WA301636;13.10.2025;AR501636;100146;ORION KARTON GMBH;8636,00;Werk Musterhausen
WA301637;23.10.2025;AR501637;100008;FALKE CHEMIE KG;22191,00;Werk Musterhausen
WA301638;27.10.2025;AR501638;100036;KRONOS PAPIER GMBH;49433,00;Werk Musterhausen
WA301639;01.10.2025;AR501639;100041;PRISMA HANDEL E.K.;48031,00;Werk Musterhausen
WA301640;15.10.2025;AR501640;100044;VEGA FORMTEILE GMBH;5935,00;Werk Musterhausen
WA301641;09.10.2025;AR501641;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;51484,00;Werk Musterhausen
WA301642;28.10.2025;AR501642;100052;ORION TRANSPORT GMBH;46826,00;Werk Musterhausen
WA301643;10.10.2025;AR501643;100158;WEST SYSTEME AG;34007,00;Werk Musterhausen
WA301644;12.10.2025;AR501644;100104;NORD INDUSTRIEBEDARF GMBH;29306,00;Werk Musterhausen
WA301645;26.10.2025;AR501645;100106;ALPHA RECYCLING AG;22089,00;Werk Musterhausen
WA301646;18.10.2025;AR501646;100065;ATLAS ETIKETTEN E.K.;53960,00;Werk Musterhausen
WA301647;26.10.2025;AR501647;100147;NOVA BESCHICHTUNG KG;16982,00;Werk Musterhausen
WA301648;24.10.2025;AR501648;100102;CASTOR FORMTEILE GMBH;10288,00;Werk Musterhausen
WA301649;18.10.2025;AR501649;100115;BOREAS KUNSTSTOFF KG;38550,00;Werk Musterhausen
WA301650;02.10.2025;AR501650;100014;ALPHA HANDEL GMBH;15730,00;Werk Musterhausen
WA301651;09.10.2025;AR501651;100036;KRONOS PAPIER GMBH;42746,00;Werk Musterhausen
WA301652;05.10.2025;AR501652;100147;NOVA BESCHICHTUNG KG;22625,00;Werk Musterhausen
WA301653;24.10.2025;AR501653;100041;PRISMA HANDEL E.K.;48827,00;Werk Musterhausen
WA301654;22.10.2025;AR501654;100068;VEGA ETIKETTEN KG;50526,00;Werk Musterhausen
WA301655;11.10.2025;AR501655;100045;HELIOS DRUCK GMBH;45529,00;Werk Musterhausen
WA301656;05.10.2025;AR501656;100002;FOKUS DRUCK SE;13886,00;Werk Musterhausen
WA301657;18.10.2025;AR501657;100032;OMEGA VERPACKUNG KG;21153,00;Werk Musterhausen
WA301658;09.10.2025;AR501658;100008;FALKE CHEMIE KG;25650,00;Werk Musterhausen
WA301659;01.10.2025;AR501659;100031;RATIO PAPIER KG;2271,00;Werk Musterhausen
WA301660;27.10.2025;AR501660;100003;IRIS MASCHINEN KG;17155,00;Werk Musterhausen
WA301661;26.10.2025;AR501661;100018;SOLUM RECYCLING AG;36776,00;Werk Musterhausen
WA301662;10.10.2025;AR501662;100147;NOVA BESCHICHTUNG KG;16002,00;Werk Musterhausen
WA301663;12.10.2025;AR501663;100153;KRONOS INDUSTRIEBEDARF E.K.;13557,00;Werk Musterhausen
WA301664;11.10.2025;AR501664;100087;SOLUM VERPACKUNG GMBH;13513,00;Werk Musterhausen
WA301665;29.10.2025;AR501665;100054;CIVES ETIKETTEN SE;25817,00;Werk Musterhausen
WA301666;07.10.2025;AR501666;100074;WEST LOGISTIK KG;21947,00;Werk Musterhausen
WA301667;21.10.2025;AR501667;100090;WEST WERKSTOFFE GMBH;14000,00;Werk Musterhausen
WA301668;07.10.2025;AR501668;100125;AURORA HANDEL GMBH;31489,00;Werk Musterhausen
WA301669;20.10.2025;AR501669;100091;RATIO RECYCLING AG;16253,00;Werk Musterhausen
WA301670;05.10.2025;AR501670;100153;KRONOS INDUSTRIEBEDARF E.K.;15008,00;Werk Musterhausen
WA301671;14.10.2025;AR501671;100021;HELIOS RECYCLING GMBH;43944,00;Werk Musterhausen
WA301672;23.10.2025;AR501672;100058;VEGA ETIKETTEN GMBH & CO. KG;34753,00;Werk Musterhausen
WA301673;17.10.2025;AR501673;100091;RATIO RECYCLING AG;28549,00;Werk Musterhausen
WA301674;25.10.2025;AR501674;100074;WEST LOGISTIK KG;32449,00;Werk Musterhausen
WA301675;29.10.2025;AR501675;100090;WEST WERKSTOFFE GMBH;26015,00;Werk Musterhausen
WA301676;06.10.2025;AR501676;100045;HELIOS DRUCK GMBH;46549,00;Werk Musterhausen
WA301677;02.10.2025;AR501677;100149;RATIO DISTRIBUTION GMBH;12989,00;Werk Musterhausen
WA301678;11.10.2025;AR501678;100155;RATIO TRANSPORT GMBH;15385,00;Werk Musterhausen
WA301679;12.10.2025;AR501679;100051;PACTUM DISTRIBUTION KG;33702,00;Werk Musterhausen
WA301680;05.10.2025;AR501680;100022;WEST INDUSTRIEBEDARF GMBH;16135,00;Werk Musterhausen
WA301681;23.10.2025;AR501681;100040;SOLUM WERKSTOFFE GMBH;17718,00;Werk Musterhausen
WA301682;25.10.2025;AR501682;100154;CIVES WERKSTOFFE E.K.;44835,00;Werk Musterhausen
WA301683;11.10.2025;AR501683;100121;FALKE WERKSTOFFE GMBH;12615,00;Werk Musterhausen
WA301684;07.10.2025;AR501684;100038;SATURN MASCHINEN GMBH;35639,00;Werk Musterhausen
WA301685;16.10.2025;AR501685;100006;SÜD DRUCK GMBH;16459,00;Werk Musterhausen
WA301686;27.10.2025;AR501686;100057;CORVUS FORMTEILE GMBH;9808,00;Werk Musterhausen
WA301687;28.10.2025;AR501687;100035;CIVES TECHNIK GMBH;22922,00;Werk Musterhausen
WA301688;03.10.2025;AR501688;100072;IRIS LOGISTIK E.K.;26828,00;Werk Musterhausen
WA301689;07.10.2025;AR501689;100043;DELTA BESCHICHTUNG GMBH & CO. KG;46273,00;Werk Musterhausen
WA301690;14.10.2025;AR501690;100154;CIVES WERKSTOFFE E.K.;10658,00;Werk Musterhausen
WA301691;14.10.2025;AR501691;100142;NOVA RECYCLING SE;51299,00;Werk Musterhausen
WA301692;03.10.2025;AR501692;100075;FALKE ETIKETTEN E.K.;41217,00;Werk Musterhausen
WA301693;05.10.2025;AR501693;100156;KRANICH PAPIER GMBH & CO. KG;49418,00;Werk Musterhausen
WA301694;22.10.2025;AR501694;100109;SOLUM KARTON GMBH & CO. KG;42709,00;Werk Musterhausen
WA301695;04.10.2025;AR501695;100040;SOLUM WERKSTOFFE GMBH;899,00;Werk Musterhausen
WA301696;03.10.2025;AR501696;100059;FOKUS RECYCLING GMBH & CO. KG;1118,00;Werk Musterhausen
WA301697;25.10.2025;AR501697;100049;OST KARTON AG;31755,00;Werk Musterhausen
WA301698;09.10.2025;AR501698;100088;NOVA BESCHICHTUNG GMBH;40976,00;Werk Musterhausen
WA301699;08.10.2025;AR501699;100080;RATIO SYSTEME GMBH;18270,00;Werk Musterhausen
WA301700;06.11.2025;AR501700;100139;RATIO BESCHICHTUNG KG;49468,00;Werk Musterhausen
WA301701;16.11.2025;AR501701;100093;TERRA RECYCLING GMBH;37242,00;Werk Musterhausen
WA301702;10.11.2025;AR501702;100070;ADLER DRUCK GMBH;42964,00;Werk Musterhausen
WA301703;25.11.2025;AR501703;100021;HELIOS RECYCLING GMBH;18463,00;Werk Musterhausen
WA301704;19.11.2025;AR501704;100094;SATURN FORMTEILE SE;1350,00;Werk Musterhausen
WA301705;02.11.2025;AR501705;100134;SOLUM TRANSPORT E.K.;2328,00;Werk Musterhausen
WA301706;09.11.2025;AR501706;100022;WEST INDUSTRIEBEDARF GMBH;47654,00;Werk Musterhausen
WA301707;03.11.2025;AR501707;100031;RATIO PAPIER KG;22160,00;Werk Musterhausen
WA301708;04.11.2025;AR501708;100064;FALKE MASCHINEN GMBH;16994,00;Werk Musterhausen
WA301709;03.11.2025;AR501709;100127;TERRA TECHNIK KG;7442,00;Werk Musterhausen
WA301710;30.11.2025;AR501710;100108;ATLAS MASCHINEN AG;49284,00;Werk Musterhausen
WA301711;18.11.2025;AR501711;100146;ORION KARTON GMBH;44487,00;Werk Musterhausen
WA301712;24.11.2025;AR501712;100023;OST PAPIER SE;53558,00;Werk Musterhausen
WA301713;06.11.2025;AR501713;100146;ORION KARTON GMBH;40100,00;Werk Musterhausen
WA301714;27.11.2025;AR501714;100086;HELIOS FOLIEN GMBH & CO. KG;3212,00;Werk Musterhausen
WA301715;14.11.2025;AR501715;100089;LUPUS RECYCLING GMBH;37825,00;Werk Musterhausen
WA301716;07.11.2025;AR501716;100156;KRANICH PAPIER GMBH & CO. KG;16992,00;Werk Musterhausen
WA301717;02.11.2025;AR501717;100034;BOREAS PAPIER GMBH;23247,00;Werk Musterhausen
WA301718;22.11.2025;AR501718;100001;FOKUS KUNSTSTOFF GMBH;49142,00;Werk Musterhausen
WA301719;14.11.2025;AR501719;100064;FALKE MASCHINEN GMBH;11736,00;Werk Musterhausen
WA301720;14.11.2025;AR501720;100120;WEST TECHNIK SE;50628,00;Werk Musterhausen
WA301721;03.11.2025;AR501721;100080;RATIO SYSTEME GMBH;38445,00;Werk Musterhausen
WA301722;16.11.2025;AR501722;100041;PRISMA HANDEL E.K.;28340,00;Werk Musterhausen
WA301723;09.11.2025;AR501723;100011;BOREAS BESCHICHTUNG E.K.;6073,00;Werk Musterhausen
WA301724;29.11.2025;AR501724;100006;SÜD DRUCK GMBH;2014,00;Werk Musterhausen
WA301725;26.11.2025;AR501725;100059;FOKUS RECYCLING GMBH & CO. KG;25898,00;Werk Musterhausen
WA301726;15.11.2025;AR501726;100017;HELIOS ETIKETTEN KG;53282,00;Werk Musterhausen
WA301727;30.11.2025;AR501727;100096;ALPHA SYSTEME E.K.;26974,00;Werk Musterhausen
WA301728;18.11.2025;AR501728;100028;VEGA FOLIEN GMBH;8178,00;Werk Musterhausen
WA301729;22.11.2025;AR501729;100025;LUPUS CHEMIE AG;53238,00;Werk Musterhausen
WA301730;25.11.2025;AR501730;100073;KRANICH MASCHINEN AG;22296,00;Werk Musterhausen
WA301731;03.11.2025;AR501731;100102;CASTOR FORMTEILE GMBH;31949,00;Werk Musterhausen
WA301732;01.11.2025;AR501732;100081;ADLER RECYCLING GMBH;13995,00;Werk Musterhausen
WA301733;20.11.2025;AR501733;100089;LUPUS RECYCLING GMBH;2814,00;Werk Musterhausen
WA301734;25.11.2025;AR501734;100018;SOLUM RECYCLING AG;4077,00;Werk Musterhausen
WA301735;22.11.2025;AR501735;100102;CASTOR FORMTEILE GMBH;21105,00;Werk Musterhausen
WA301736;19.11.2025;AR501736;100053;REIHER LOGISTIK GMBH;44150,00;Werk Musterhausen
WA301737;05.11.2025;AR501737;100064;FALKE MASCHINEN GMBH;28211,00;Werk Musterhausen
WA301738;28.11.2025;AR501738;100026;IRIS KUNSTSTOFF E.K.;7380,00;Werk Musterhausen
WA301739;16.11.2025;AR501739;100144;WEST CHEMIE SE;25335,00;Werk Musterhausen
WA301740;07.11.2025;AR501740;100131;WEST FORMTEILE GMBH;53579,00;Werk Musterhausen
WA301741;30.11.2025;AR501741;100149;RATIO DISTRIBUTION GMBH;32939,00;Werk Musterhausen
WA301742;02.11.2025;AR501742;100028;VEGA FOLIEN GMBH;53117,00;Werk Musterhausen
WA301743;07.11.2025;AR501743;100036;KRONOS PAPIER GMBH;22369,00;Werk Musterhausen
WA301744;25.11.2025;AR501744;100031;RATIO PAPIER KG;9533,00;Werk Musterhausen
WA301745;02.11.2025;AR501745;100107;CASTOR VERPACKUNG AG;13375,00;Werk Musterhausen
WA301746;02.11.2025;AR501746;100039;IRIS TECHNIK GMBH;2302,00;Werk Musterhausen
WA301747;13.11.2025;AR501747;100097;VEGA WERKSTOFFE KG;31527,00;Werk Musterhausen
WA301748;10.11.2025;AR501748;100126;DELTA TECHNIK SE;16785,00;Werk Musterhausen
WA301749;19.11.2025;AR501749;100083;MERKUR MASCHINEN GMBH;24484,00;Werk Musterhausen
WA301750;27.11.2025;AR501750;100086;HELIOS FOLIEN GMBH & CO. KG;13254,00;Werk Musterhausen
WA301751;30.11.2025;AR501751;100144;WEST CHEMIE SE;50605,00;Werk Musterhausen
WA301752;30.11.2025;AR501752;100156;KRANICH PAPIER GMBH & CO. KG;24686,00;Werk Musterhausen
WA301753;24.11.2025;AR501753;100111;PACTUM RECYCLING E.K.;27485,00;Werk Musterhausen
WA301754;26.11.2025;AR501754;100128;RATIO INDUSTRIEBEDARF AG;23837,00;Werk Musterhausen
WA301755;30.11.2025;AR501755;100153;KRONOS INDUSTRIEBEDARF E.K.;13500,00;Werk Musterhausen
WA301756;28.11.2025;AR501756;100131;WEST FORMTEILE GMBH;27367,00;Werk Musterhausen
WA301757;12.11.2025;AR501757;100046;SÜD KUNSTSTOFF KG;17571,00;Werk Musterhausen
WA301758;03.11.2025;AR501758;100130;TITAN DISTRIBUTION GMBH;9480,00;Werk Musterhausen
WA301759;11.11.2025;AR501759;100071;VEGA PAPIER GMBH;36897,00;Werk Musterhausen
WA301760;09.11.2025;AR501760;100014;ALPHA HANDEL GMBH;50503,00;Werk Musterhausen
WA301761;22.11.2025;AR501761;100053;REIHER LOGISTIK GMBH;37760,00;Werk Musterhausen
WA301762;11.11.2025;AR501762;100149;RATIO DISTRIBUTION GMBH;24969,00;Werk Musterhausen
WA301763;11.11.2025;AR501763;100008;FALKE CHEMIE KG;46287,00;Werk Musterhausen
WA301764;16.11.2025;AR501764;100102;CASTOR FORMTEILE GMBH;9400,00;Werk Musterhausen
WA301765;02.11.2025;AR501765;100039;IRIS TECHNIK GMBH;10869,00;Werk Musterhausen
WA301766;15.11.2025;AR501766;100079;CORVUS KARTON GMBH;3547,00;Werk Musterhausen
WA301767;26.11.2025;AR501767;100122;FOKUS SYSTEME GMBH;15210,00;Werk Musterhausen
WA301768;19.11.2025;AR501768;100057;CORVUS FORMTEILE GMBH;7179,00;Werk Musterhausen
WA301769;11.11.2025;AR501769;100024;KRANICH HANDEL GMBH;51703,00;Werk Musterhausen
WA301770;23.11.2025;AR501770;100077;KRANICH FORMTEILE E.K.;49593,00;Werk Musterhausen
WA301771;03.11.2025;AR501771;100017;HELIOS ETIKETTEN KG;17343,00;Werk Musterhausen
WA301772;10.11.2025;AR501772;100070;ADLER DRUCK GMBH;34912,00;Werk Musterhausen
WA301773;07.11.2025;AR501773;100035;CIVES TECHNIK GMBH;2418,00;Werk Musterhausen
WA301774;29.11.2025;AR501774;100145;ATLAS RECYCLING SE;22088,00;Werk Musterhausen
WA301775;27.11.2025;AR501775;100098;PACTUM FOLIEN AG;35032,00;Werk Musterhausen
WA301776;16.11.2025;AR501776;100103;IRIS MASCHINEN AG;5525,00;Werk Musterhausen
WA301777;24.11.2025;AR501777;100109;SOLUM KARTON GMBH & CO. KG;6105,00;Werk Musterhausen
WA301778;17.11.2025;AR501778;100014;ALPHA HANDEL GMBH;49724,00;Werk Musterhausen
WA301779;18.11.2025;AR501779;100037;PACTUM TECHNIK GMBH;38578,00;Werk Musterhausen
WA301780;07.11.2025;AR501780;100010;FOKUS TECHNIK GMBH;20236,00;Werk Musterhausen
WA301781;22.11.2025;AR501781;100124;MERKUR MASCHINEN KG;33751,00;Werk Musterhausen
WA301782;09.11.2025;AR501782;100155;RATIO TRANSPORT GMBH;40789,00;Werk Musterhausen
WA301783;11.11.2025;AR501783;100120;WEST TECHNIK SE;39323,00;Werk Musterhausen
WA301784;17.11.2025;AR501784;100135;PACTUM KARTON E.K.;18539,00;Werk Musterhausen
WA301785;19.11.2025;AR501785;100046;SÜD KUNSTSTOFF KG;28481,00;Werk Musterhausen
WA301786;04.11.2025;AR501786;100023;OST PAPIER SE;39653,00;Werk Musterhausen
WA301787;01.11.2025;AR501787;100147;NOVA BESCHICHTUNG KG;13773,00;Werk Musterhausen
WA301788;22.11.2025;AR501788;100132;CORVUS CHEMIE KG;23369,00;Werk Musterhausen
WA301789;29.11.2025;AR501789;100107;CASTOR VERPACKUNG AG;12348,00;Werk Musterhausen
WA301790;30.11.2025;AR501790;100021;HELIOS RECYCLING GMBH;2327,00;Werk Musterhausen
WA301791;24.11.2025;AR501791;100016;MERKUR WERKSTOFFE SE;20983,00;Werk Musterhausen
WA301792;05.11.2025;AR501792;100118;LUPUS PAPIER GMBH;18379,00;Werk Musterhausen
WA301793;17.11.2025;AR501793;100106;ALPHA RECYCLING AG;30119,00;Werk Musterhausen
WA301794;03.11.2025;AR501794;100027;BOREAS TRANSPORT AG;48369,00;Werk Musterhausen
WA301795;03.11.2025;AR501795;100083;MERKUR MASCHINEN GMBH;15988,00;Werk Musterhausen
WA301796;22.11.2025;AR501796;100072;IRIS LOGISTIK E.K.;23354,00;Werk Musterhausen
WA301797;26.11.2025;AR501797;100038;SATURN MASCHINEN GMBH;34162,00;Werk Musterhausen
WA301798;07.11.2025;AR501798;100074;WEST LOGISTIK KG;2525,00;Werk Musterhausen
WA301799;14.11.2025;AR501799;100135;PACTUM KARTON E.K.;27704,00;Werk Musterhausen
WA301800;27.11.2025;AR501800;100039;IRIS TECHNIK GMBH;5915,00;Werk Musterhausen
WA301801;24.11.2025;AR501801;100104;NORD INDUSTRIEBEDARF GMBH;47454,00;Werk Musterhausen
WA301802;14.11.2025;AR501802;100041;PRISMA HANDEL E.K.;15256,00;Werk Musterhausen
WA301803;26.11.2025;AR501803;100037;PACTUM TECHNIK GMBH;53680,00;Werk Musterhausen
WA301804;20.11.2025;AR501804;100041;PRISMA HANDEL E.K.;8064,00;Werk Musterhausen
WA301805;13.11.2025;AR501805;100029;PRISMA WERKSTOFFE SE;34267,00;Werk Musterhausen
WA301806;27.11.2025;AR501806;100038;SATURN MASCHINEN GMBH;48636,00;Werk Musterhausen
WA301807;05.11.2025;AR501807;100098;PACTUM FOLIEN AG;8043,00;Werk Musterhausen
WA301808;03.11.2025;AR501808;100142;NOVA RECYCLING SE;45471,00;Werk Musterhausen
WA301809;25.11.2025;AR501809;100130;TITAN DISTRIBUTION GMBH;7496,00;Werk Musterhausen
WA301810;08.11.2025;AR501810;100147;NOVA BESCHICHTUNG KG;23163,00;Werk Musterhausen
WA301811;10.11.2025;AR501811;100105;WEST SYSTEME GMBH & CO. KG;4477,00;Werk Musterhausen
WA301812;07.11.2025;AR501812;100099;VEGA CHEMIE KG;53376,00;Werk Musterhausen
WA301813;03.11.2025;AR501813;100107;CASTOR VERPACKUNG AG;35984,00;Werk Musterhausen
WA301814;16.11.2025;AR501814;100037;PACTUM TECHNIK GMBH;28963,00;Werk Musterhausen
WA301815;15.11.2025;AR501815;100058;VEGA ETIKETTEN GMBH & CO. KG;24171,00;Werk Musterhausen
WA301816;13.11.2025;AR501816;100052;ORION TRANSPORT GMBH;20345,00;Werk Musterhausen
WA301817;23.11.2025;AR501817;100074;WEST LOGISTIK KG;22112,00;Werk Musterhausen
WA301818;07.11.2025;AR501818;100110;RATIO RECYCLING E.K.;8691,00;Werk Musterhausen
WA301819;23.11.2025;AR501819;100159;MERKUR DRUCK AG;43375,00;Werk Musterhausen
WA301820;08.11.2025;AR501820;100059;FOKUS RECYCLING GMBH & CO. KG;43398,00;Werk Musterhausen
WA301821;23.11.2025;AR501821;100063;MERKUR DRUCK SE;863,00;Werk Musterhausen
WA301822;02.11.2025;AR501822;100085;WEST LOGISTIK GMBH;33451,00;Werk Musterhausen
WA301823;04.11.2025;AR501823;100024;KRANICH HANDEL GMBH;13213,00;Werk Musterhausen
WA301824;03.11.2025;AR501824;100043;DELTA BESCHICHTUNG GMBH & CO. KG;29060,00;Werk Musterhausen
WA301825;28.11.2025;AR501825;100018;SOLUM RECYCLING AG;3476,00;Werk Musterhausen
WA301826;17.11.2025;AR501826;100137;PRISMA DISTRIBUTION GMBH;45823,00;Werk Musterhausen
WA301827;10.11.2025;AR501827;100125;AURORA HANDEL GMBH;19986,00;Werk Musterhausen
WA301828;09.11.2025;AR501828;100014;ALPHA HANDEL GMBH;51108,00;Werk Musterhausen
WA301829;07.11.2025;AR501829;100154;CIVES WERKSTOFFE E.K.;39564,00;Werk Musterhausen
WA301830;21.11.2025;AR501830;100125;AURORA HANDEL GMBH;16226,00;Werk Musterhausen
WA301831;17.11.2025;AR501831;100105;WEST SYSTEME GMBH & CO. KG;40435,00;Werk Musterhausen
WA301832;16.11.2025;AR501832;100007;RATIO LOGISTIK GMBH;13287,00;Werk Musterhausen
WA301833;30.11.2025;AR501833;100064;FALKE MASCHINEN GMBH;34173,00;Werk Musterhausen
WA301834;13.11.2025;AR501834;100027;BOREAS TRANSPORT AG;52371,00;Werk Musterhausen
WA301835;20.11.2025;AR501835;100145;ATLAS RECYCLING SE;53428,00;Werk Musterhausen
WA301836;06.11.2025;AR501836;100084;FOKUS LOGISTIK AG;40747,00;Werk Musterhausen
WA301837;28.11.2025;AR501837;100048;ATLAS ETIKETTEN GMBH & CO. KG;20805,00;Werk Musterhausen
WA301838;24.11.2025;AR501838;100042;ADLER HANDEL GMBH;25720,00;Werk Musterhausen
WA301839;16.11.2025;AR501839;100154;CIVES WERKSTOFFE E.K.;48823,00;Werk Musterhausen
WA301840;15.11.2025;AR501840;100025;LUPUS CHEMIE AG;54177,00;Werk Musterhausen
WA301841;06.11.2025;AR501841;100043;DELTA BESCHICHTUNG GMBH & CO. KG;44936,00;Werk Musterhausen
WA301842;09.11.2025;AR501842;100053;REIHER LOGISTIK GMBH;41672,00;Werk Musterhausen
WA301843;20.11.2025;AR501843;100067;NOVA DRUCK GMBH;46310,00;Werk Musterhausen
WA301844;24.11.2025;AR501844;100078;FALKE SYSTEME GMBH;49599,00;Werk Musterhausen
WA301845;26.11.2025;AR501845;100027;BOREAS TRANSPORT AG;40962,00;Werk Musterhausen
WA301846;23.11.2025;AR501846;100087;SOLUM VERPACKUNG GMBH;36308,00;Werk Musterhausen
WA301847;30.11.2025;AR501847;100015;OST WERKSTOFFE AG;27269,00;Werk Musterhausen
WA301848;21.11.2025;AR501848;100086;HELIOS FOLIEN GMBH & CO. KG;16912,00;Werk Musterhausen
WA301849;14.11.2025;AR501849;100112;WEST CHEMIE GMBH & CO. KG;48089,00;Werk Musterhausen
WA301850;15.11.2025;AR501850;100075;FALKE ETIKETTEN E.K.;37414,00;Werk Musterhausen
WA301851;13.11.2025;AR501851;100130;TITAN DISTRIBUTION GMBH;18853,00;Werk Musterhausen
WA301852;10.11.2025;AR501852;100090;WEST WERKSTOFFE GMBH;45967,00;Werk Musterhausen
WA301853;27.11.2025;AR501853;100065;ATLAS ETIKETTEN E.K.;27379,00;Werk Musterhausen
WA301854;19.11.2025;AR501854;100013;NOVA FORMTEILE GMBH;51004,00;Werk Musterhausen
WA301855;11.11.2025;AR501855;100024;KRANICH HANDEL GMBH;7149,00;Werk Musterhausen
WA301856;05.11.2025;AR501856;100060;ATLAS FOLIEN GMBH & CO. KG;35469,00;Werk Musterhausen
WA301857;12.11.2025;AR501857;100133;ADLER FORMTEILE GMBH & CO. KG;30255,00;Werk Musterhausen
WA301858;01.11.2025;AR501858;100105;WEST SYSTEME GMBH & CO. KG;34462,00;Werk Musterhausen
WA301859;08.11.2025;AR501859;100112;WEST CHEMIE GMBH & CO. KG;50682,00;Werk Musterhausen
WA301860;01.11.2025;AR501860;100138;ALPHA FOLIEN GMBH;11267,00;Werk Musterhausen
WA301861;30.11.2025;AR501861;100084;FOKUS LOGISTIK AG;1204,00;Werk Musterhausen
WA301862;03.11.2025;AR501862;100024;KRANICH HANDEL GMBH;20766,00;Werk Musterhausen
WA301863;20.11.2025;AR501863;100052;ORION TRANSPORT GMBH;36529,00;Werk Musterhausen
WA301864;29.11.2025;AR501864;100037;PACTUM TECHNIK GMBH;17922,00;Werk Musterhausen
WA301865;04.11.2025;AR501865;100126;DELTA TECHNIK SE;28840,00;Werk Musterhausen
WA301866;08.11.2025;AR501866;100076;PACTUM LOGISTIK SE;7003,00;Werk Musterhausen
WA301867;23.11.2025;AR501867;100011;BOREAS BESCHICHTUNG E.K.;22397,00;Werk Musterhausen
WA301868;21.11.2025;AR501868;100084;FOKUS LOGISTIK AG;42035,00;Werk Musterhausen
WA301869;17.11.2025;AR501869;100023;OST PAPIER SE;22919,00;Werk Musterhausen
WA301870;26.12.2025;AR501870;100144;WEST CHEMIE SE;51912,00;Werk Musterhausen
WA301871;01.12.2025;AR501871;100058;VEGA ETIKETTEN GMBH & CO. KG;24330,00;Werk Musterhausen
WA301872;01.12.2025;AR501872;100066;SOLUM PAPIER GMBH;28759,00;Werk Musterhausen
WA301873;15.12.2025;AR501873;100088;NOVA BESCHICHTUNG GMBH;51512,00;Werk Musterhausen
WA301874;13.12.2025;AR501874;100098;PACTUM FOLIEN AG;44196,00;Werk Musterhausen
WA301875;13.12.2025;AR501875;100054;CIVES ETIKETTEN SE;37724,00;Werk Musterhausen
WA301876;11.12.2025;AR501876;100011;BOREAS BESCHICHTUNG E.K.;23370,00;Werk Musterhausen
WA301877;06.12.2025;AR501877;100099;VEGA CHEMIE KG;2999,00;Werk Musterhausen
WA301878;16.12.2025;AR501878;100067;NOVA DRUCK GMBH;852,00;Werk Musterhausen
WA301879;23.12.2025;AR501879;100075;FALKE ETIKETTEN E.K.;5486,00;Werk Musterhausen
WA301880;16.12.2025;AR501880;100153;KRONOS INDUSTRIEBEDARF E.K.;43316,00;Werk Musterhausen
WA301881;30.12.2025;AR501881;100158;WEST SYSTEME AG;28067,00;Werk Musterhausen
WA301882;22.12.2025;AR501882;100073;KRANICH MASCHINEN AG;2790,00;Werk Musterhausen
WA301883;14.12.2025;AR501883;100067;NOVA DRUCK GMBH;24198,00;Werk Musterhausen
WA301884;21.12.2025;AR501884;100054;CIVES ETIKETTEN SE;7009,00;Werk Musterhausen
WA301885;18.12.2025;AR501885;100068;VEGA ETIKETTEN KG;12147,00;Werk Musterhausen
WA301886;10.12.2025;AR501886;100081;ADLER RECYCLING GMBH;53603,00;Werk Musterhausen
WA301887;20.12.2025;AR501887;100082;NORD PAPIER KG;25739,00;Werk Musterhausen
WA301888;17.12.2025;AR501888;100045;HELIOS DRUCK GMBH;4567,00;Werk Musterhausen
WA301889;08.12.2025;AR501889;100159;MERKUR DRUCK AG;14611,00;Werk Musterhausen
WA301890;15.12.2025;AR501890;100048;ATLAS ETIKETTEN GMBH & CO. KG;7213,00;Werk Musterhausen
WA301891;19.12.2025;AR501891;100087;SOLUM VERPACKUNG GMBH;50250,00;Werk Musterhausen
WA301892;06.12.2025;AR501892;100044;VEGA FORMTEILE GMBH;16099,00;Werk Musterhausen
WA301893;22.12.2025;AR501893;100112;WEST CHEMIE GMBH & CO. KG;21370,00;Werk Musterhausen
WA301894;22.12.2025;AR501894;100117;ATLAS HANDEL E.K.;35882,00;Werk Musterhausen
WA301895;11.12.2025;AR501895;100087;SOLUM VERPACKUNG GMBH;36555,00;Werk Musterhausen
WA301896;13.12.2025;AR501896;100085;WEST LOGISTIK GMBH;6378,00;Werk Musterhausen
WA301897;12.12.2025;AR501897;100131;WEST FORMTEILE GMBH;5494,00;Werk Musterhausen
WA301898;07.12.2025;AR501898;100105;WEST SYSTEME GMBH & CO. KG;1302,00;Werk Musterhausen
WA301899;08.12.2025;AR501899;100102;CASTOR FORMTEILE GMBH;23770,00;Werk Musterhausen
WA301900;04.12.2025;AR501900;100154;CIVES WERKSTOFFE E.K.;32516,00;Werk Musterhausen
WA301901;29.12.2025;AR501901;100134;SOLUM TRANSPORT E.K.;10572,00;Werk Musterhausen
WA301902;09.12.2025;AR501902;100063;MERKUR DRUCK SE;1967,00;Werk Musterhausen
WA301903;09.12.2025;AR501903;100145;ATLAS RECYCLING SE;1719,00;Werk Musterhausen
WA301904;18.12.2025;AR501904;100115;BOREAS KUNSTSTOFF KG;12806,00;Werk Musterhausen
WA301905;18.12.2025;AR501905;100113;MERKUR RECYCLING E.K.;6881,00;Werk Musterhausen
WA301906;27.12.2025;AR501906;100024;KRANICH HANDEL GMBH;50371,00;Werk Musterhausen
