RECHNUNGSNUMMER;ART;DEBITOR;DEBITORNAME;FAKTURADATUM;LEISTUNGSDATUM;BETRAG_EUR;WAEHRUNG;BEMERKUNG
AR501542;Rechnung;100154;CIVES WERKSTOFFE E.K.;03.10.2025;03.10.2025;15298,00;EUR;
AR501543;Rechnung;100029;PRISMA WERKSTOFFE SE;02.10.2025;02.10.2025;26761,00;EUR;
AR501544;Rechnung;100107;CASTOR VERPACKUNG AG;18.10.2025;18.10.2025;3331,00;EUR;
AR501545;Rechnung;100098;PACTUM FOLIEN AG;16.10.2025;16.10.2025;9818,00;EUR;
AR501546;Rechnung;100095;KRONOS MASCHINEN SE;07.10.2025;07.10.2025;15334,00;EUR;
AR501547;Rechnung;100018;SOLUM RECYCLING AG;09.10.2025;09.10.2025;10698,00;EUR;
AR501548;Rechnung;100012;ATLAS FORMTEILE SE;27.10.2025;27.10.2025;8181,00;EUR;
AR501549;Rechnung;100085;WEST LOGISTIK GMBH;06.10.2025;06.10.2025;4253,00;EUR;
AR501550;Rechnung;100041;PRISMA HANDEL E.K.;06.10.2025;06.10.2025;50335,00;EUR;
AR501551;Rechnung;100000;FALKE FOLIEN E.K.;12.10.2025;12.10.2025;41716,00;EUR;
AR501552;Rechnung;100071;VEGA PAPIER GMBH;21.10.2025;21.10.2025;9858,00;EUR;
AR501553;Rechnung;100093;TERRA RECYCLING GMBH;18.10.2025;18.10.2025;16008,00;EUR;
AR501554;Rechnung;100020;ADLER TRANSPORT GMBH;26.10.2025;26.10.2025;27679,00;EUR;
AR501555;Rechnung;100105;WEST SYSTEME GMBH & CO. KG;22.10.2025;22.10.2025;26512,00;EUR;
AR501556;Rechnung;100145;ATLAS RECYCLING SE;02.10.2025;02.10.2025;17292,00;EUR;
AR501557;Rechnung;100030;PRISMA ETIKETTEN AG;01.10.2025;01.10.2025;11509,00;EUR;
AR501558;Rechnung;100089;LUPUS RECYCLING GMBH;03.10.2025;03.10.2025;28208,00;EUR;
AR501559;Rechnung;100140;MERKUR HANDEL E.K.;23.10.2025;23.10.2025;12250,00;EUR;
AR501560;Rechnung;100136;KRANICH LOGISTIK GMBH;20.10.2025;20.10.2025;32164,00;EUR;
AR501561;Rechnung;100076;PACTUM LOGISTIK SE;20.10.2025;20.10.2025;50003,00;EUR;
AR501562;Rechnung;100080;RATIO SYSTEME GMBH;12.10.2025;12.10.2025;3585,00;EUR;
AR501563;Rechnung;100074;WEST LOGISTIK KG;09.10.2025;09.10.2025;43785,00;EUR;
AR501564;Rechnung;100029;PRISMA WERKSTOFFE SE;02.10.2025;02.10.2025;27216,00;EUR;
AR501565;Rechnung;100036;KRONOS PAPIER GMBH;02.10.2025;02.10.2025;4926,00;EUR;
AR501566;Rechnung;100003;IRIS MASCHINEN KG;26.10.2025;26.10.2025;18024,00;EUR;
AR501567;Rechnung;100152;NORD WERKSTOFFE GMBH;19.10.2025;19.10.2025;11179,00;EUR;
AR501568;Rechnung;100002;FOKUS DRUCK SE;19.10.2025;19.10.2025;23088,00;EUR;
AR501569;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;18.10.2025;18.10.2025;21764,00;EUR;
AR501570;Rechnung;100092;SATURN ETIKETTEN GMBH;16.10.2025;16.10.2025;34446,00;EUR;
AR501571;Rechnung;100116;KRANICH MASCHINEN KG;15.10.2025;15.10.2025;42357,00;EUR;
AR501572;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;21.10.2025;21.10.2025;43044,00;EUR;
AR501573;Rechnung;100129;ALPHA PAPIER E.K.;20.10.2025;20.10.2025;41922,00;EUR;
AR501574;Rechnung;100040;SOLUM WERKSTOFFE GMBH;05.10.2025;05.10.2025;33586,00;EUR;
AR501575;Rechnung;100088;NOVA BESCHICHTUNG GMBH;08.10.2025;08.10.2025;30016,00;EUR;
AR501576;Rechnung;100114;ATLAS CHEMIE GMBH;12.10.2025;12.10.2025;54338,00;EUR;
AR501577;Rechnung;100006;SÜD DRUCK GMBH;24.10.2025;24.10.2025;42725,00;EUR;
AR501578;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;11.10.2025;11.10.2025;21386,00;EUR;
AR501579;Rechnung;100016;MERKUR WERKSTOFFE SE;04.10.2025;04.10.2025;53519,00;EUR;
AR501580;Rechnung;100004;PRISMA SYSTEME AG;23.10.2025;23.10.2025;43760,00;EUR;
AR501581;Rechnung;100128;RATIO INDUSTRIEBEDARF AG;02.10.2025;02.10.2025;43834,00;EUR;
AR501582;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;31.10.2025;31.10.2025;3444,00;EUR;
AR501583;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;22.10.2025;22.10.2025;31381,00;EUR;
AR501584;Rechnung;100104;NORD INDUSTRIEBEDARF GMBH;29.10.2025;29.10.2025;14049,00;EUR;
AR501585;Rechnung;100008;FALKE CHEMIE KG;24.10.2025;24.10.2025;45955,00;EUR;
AR501586;Rechnung;100060;ATLAS FOLIEN GMBH & CO. KG;09.10.2025;09.10.2025;3869,00;EUR;
AR501587;Rechnung;100133;ADLER FORMTEILE GMBH & CO. KG;01.10.2025;01.10.2025;2064,00;EUR;
AR501588;Rechnung;100082;NORD PAPIER KG;18.10.2025;18.10.2025;1162,00;EUR;
AR501589;Rechnung;100017;HELIOS ETIKETTEN KG;09.10.2025;09.10.2025;15825,00;EUR;
AR501590;Rechnung;100000;FALKE FOLIEN E.K.;25.10.2025;25.10.2025;27919,00;EUR;
AR501591;Rechnung;100138;ALPHA FOLIEN GMBH;14.10.2025;14.10.2025;50625,00;EUR;
AR501592;Rechnung;100029;PRISMA WERKSTOFFE SE;15.10.2025;15.10.2025;20306,00;EUR;
AR501593;Rechnung;100061;TERRA KARTON E.K.;27.10.2025;27.10.2025;31403,00;EUR;
AR501594;Rechnung;100008;FALKE CHEMIE KG;31.10.2025;31.10.2025;22166,00;EUR;
AR501595;Rechnung;100010;FOKUS TECHNIK GMBH;10.10.2025;10.10.2025;54781,00;EUR;
AR501596;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;12.10.2025;12.10.2025;20235,00;EUR;
AR501597;Rechnung;100085;WEST LOGISTIK GMBH;29.10.2025;29.10.2025;30683,00;EUR;
AR501598;Rechnung;100091;RATIO RECYCLING AG;23.10.2025;23.10.2025;21095,00;EUR;
AR501599;Rechnung;100089;LUPUS RECYCLING GMBH;14.10.2025;14.10.2025;4839,00;EUR;
AR501600;Rechnung;100142;NOVA RECYCLING SE;28.10.2025;28.10.2025;21055,00;EUR;
AR501601;Rechnung;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;20.10.2025;20.10.2025;50966,00;EUR;
AR501602;Rechnung;100042;ADLER HANDEL GMBH;12.10.2025;12.10.2025;20205,00;EUR;
AR501603;Rechnung;100005;CORVUS HANDEL KG;31.10.2025;31.10.2025;48464,00;EUR;
AR501604;Rechnung;100139;RATIO BESCHICHTUNG KG;01.10.2025;01.10.2025;1370,00;EUR;
AR501605;Rechnung;100007;RATIO LOGISTIK GMBH;13.10.2025;13.10.2025;48047,00;EUR;
AR501606;Rechnung;100131;WEST FORMTEILE GMBH;15.10.2025;15.10.2025;10416,00;EUR;
AR501607;Rechnung;100063;MERKUR DRUCK SE;26.10.2025;26.10.2025;5845,00;EUR;
AR501608;Rechnung;100079;CORVUS KARTON GMBH;30.10.2025;30.10.2025;1338,00;EUR;
AR501609;Rechnung;100120;WEST TECHNIK SE;05.10.2025;05.10.2025;43949,00;EUR;
AR501610;Rechnung;100129;ALPHA PAPIER E.K.;20.10.2025;20.10.2025;47531,00;EUR;
AR501611;Rechnung;100102;CASTOR FORMTEILE GMBH;19.10.2025;19.10.2025;20564,00;EUR;
AR501612;Rechnung;100078;FALKE SYSTEME GMBH;02.10.2025;02.10.2025;4568,00;EUR;
AR501613;Rechnung;100144;WEST CHEMIE SE;26.10.2025;26.10.2025;6399,00;EUR;
AR501614;Rechnung;100116;KRANICH MASCHINEN KG;24.10.2025;24.10.2025;13513,00;EUR;
AR501615;Rechnung;100136;KRANICH LOGISTIK GMBH;18.10.2025;18.10.2025;14913,00;EUR;
AR501616;Rechnung;100119;TITAN WERKSTOFFE GMBH & CO. KG;09.10.2025;09.10.2025;29909,00;EUR;
AR501617;Rechnung;100018;SOLUM RECYCLING AG;05.10.2025;05.10.2025;1120,00;EUR;
AR501618;Rechnung;100024;KRANICH HANDEL GMBH;18.10.2025;18.10.2025;25917,00;EUR;
AR501619;Rechnung;100058;VEGA ETIKETTEN GMBH & CO. KG;08.10.2025;08.10.2025;13729,00;EUR;
AR501620;Rechnung;100060;ATLAS FOLIEN GMBH & CO. KG;16.10.2025;16.10.2025;46713,00;EUR;
AR501621;Rechnung;100064;FALKE MASCHINEN GMBH;27.10.2025;27.10.2025;35154,00;EUR;
AR501622;Rechnung;100134;SOLUM TRANSPORT E.K.;23.10.2025;23.10.2025;25760,00;EUR;
AR501623;Rechnung;100133;ADLER FORMTEILE GMBH & CO. KG;16.10.2025;16.10.2025;17872,00;EUR;
AR501624;Rechnung;100008;FALKE CHEMIE KG;26.10.2025;26.10.2025;19501,00;EUR;
AR501625;Rechnung;100100;KRONOS TRANSPORT SE;05.10.2025;05.10.2025;12826,00;EUR;
AR501626;Rechnung;100068;VEGA ETIKETTEN KG;18.10.2025;18.10.2025;15826,00;EUR;
AR501627;Rechnung;100124;MERKUR MASCHINEN KG;05.10.2025;05.10.2025;31916,00;EUR;
AR501628;Rechnung;100031;RATIO PAPIER KG;12.10.2025;12.10.2025;52116,00;EUR;
AR501629;Rechnung;100116;KRANICH MASCHINEN KG;27.10.2025;27.10.2025;13343,00;EUR;
AR501630;Rechnung;100157;IRIS DISTRIBUTION GMBH;28.10.2025;28.10.2025;28116,00;EUR;
AR501631;Rechnung;100083;MERKUR MASCHINEN GMBH;18.10.2025;18.10.2025;2823,00;EUR;
AR501632;Rechnung;100019;POLLUX SYSTEME GMBH;29.10.2025;29.10.2025;14600,00;EUR;
AR501633;Rechnung;100061;TERRA KARTON E.K.;11.10.2025;11.10.2025;13337,00;EUR;
AR501634;Rechnung;100132;CORVUS CHEMIE KG;23.10.2025;23.10.2025;38555,00;EUR;
AR501635;Rechnung;100106;ALPHA RECYCLING AG;26.10.2025;26.10.2025;1118,00;EUR;
AR501636;Rechnung;100146;ORION KARTON GMBH;13.10.2025;13.10.2025;8636,00;EUR;
AR501637;Rechnung;100008;FALKE CHEMIE KG;23.10.2025;23.10.2025;22191,00;EUR;
AR501638;Rechnung;100036;KRONOS PAPIER GMBH;27.10.2025;27.10.2025;49433,00;EUR;
AR501639;Rechnung;100041;PRISMA HANDEL E.K.;01.10.2025;01.10.2025;48031,00;EUR;
AR501640;Rechnung;100044;VEGA FORMTEILE GMBH;15.10.2025;15.10.2025;5935,00;EUR;
AR501641;Rechnung;100148;AURORA INDUSTRIEBEDARF GMBH & CO. KG;09.10.2025;09.10.2025;51484,00;EUR;
AR501642;Rechnung;100052;ORION TRANSPORT GMBH;28.10.2025;28.10.2025;46826,00;EUR;
AR501643;Rechnung;100158;WEST SYSTEME AG;10.10.2025;10.10.2025;34007,00;EUR;
AR501644;Rechnung;100104;NORD INDUSTRIEBEDARF GMBH;12.10.2025;12.10.2025;29306,00;EUR;
AR501645;Rechnung;100106;ALPHA RECYCLING AG;26.10.2025;26.10.2025;22089,00;EUR;
AR501646;Rechnung;100065;ATLAS ETIKETTEN E.K.;18.10.2025;18.10.2025;53960,00;EUR;
AR501647;Rechnung;100147;NOVA BESCHICHTUNG KG;26.10.2025;26.10.2025;16982,00;EUR;
AR501648;Rechnung;100102;CASTOR FORMTEILE GMBH;24.10.2025;24.10.2025;10288,00;EUR;
AR501649;Rechnung;100115;BOREAS KUNSTSTOFF KG;18.10.2025;18.10.2025;38550,00;EUR;
AR501650;Rechnung;100014;ALPHA HANDEL GMBH;02.10.2025;02.10.2025;15730,00;EUR;
AR501651;Rechnung;100036;KRONOS PAPIER GMBH;09.10.2025;09.10.2025;42746,00;EUR;
AR501652;Rechnung;100147;NOVA BESCHICHTUNG KG;05.10.2025;05.10.2025;22625,00;EUR;
AR501653;Rechnung;100041;PRISMA HANDEL E.K.;24.10.2025;24.10.2025;48827,00;EUR;
AR501654;Rechnung;100068;VEGA ETIKETTEN KG;22.10.2025;22.10.2025;50526,00;EUR;
AR501655;Rechnung;100045;HELIOS DRUCK GMBH;11.10.2025;11.10.2025;45529,00;EUR;
AR501656;Rechnung;100002;FOKUS DRUCK SE;05.10.2025;05.10.2025;13886,00;EUR;
AR501657;Rechnung;100032;OMEGA VERPACKUNG KG;18.10.2025;18.10.2025;21153,00;EUR;
AR501658;Rechnung;100008;FALKE CHEMIE KG;09.10.2025;09.10.2025;25650,00;EUR;
AR501659;Rechnung;100031;RATIO PAPIER KG;01.10.2025;01.10.2025;2271,00;EUR;
AR501660;Rechnung;100003;IRIS MASCHINEN KG;27.10.2025;27.10.2025;17155,00;EUR;
AR501661;Rechnung;100018;SOLUM RECYCLING AG;26.10.2025;26.10.2025;36776,00;EUR;
AR501662;Rechnung;100147;NOVA BESCHICHTUNG KG;10.10.2025;10.10.2025;16002,00;EUR;
AR501663;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;12.10.2025;12.10.2025;13557,00;EUR;
AR501664;Rechnung;100087;SOLUM VERPACKUNG GMBH;11.10.2025;11.10.2025;13513,00;EUR;
AR501665;Rechnung;100054;CIVES ETIKETTEN SE;29.10.2025;29.10.2025;25817,00;EUR;
AR501666;Rechnung;100074;WEST LOGISTIK KG;07.10.2025;07.10.2025;21947,00;EUR;
AR501667;Rechnung;100090;WEST WERKSTOFFE GMBH;21.10.2025;21.10.2025;14000,00;EUR;
AR501668;Rechnung;100125;AURORA HANDEL GMBH;07.10.2025;07.10.2025;31489,00;EUR;
AR501669;Rechnung;100091;RATIO RECYCLING AG;20.10.2025;20.10.2025;16253,00;EUR;
AR501670;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;05.10.2025;05.10.2025;15008,00;EUR;
AR501671;Rechnung;100021;HELIOS RECYCLING GMBH;14.10.2025;14.10.2025;43944,00;EUR;
AR501672;Rechnung;100058;VEGA ETIKETTEN GMBH & CO. KG;23.10.2025;23.10.2025;34753,00;EUR;
AR501673;Rechnung;100091;RATIO RECYCLING AG;17.10.2025;17.10.2025;28549,00;EUR;
AR501674;Rechnung;100074;WEST LOGISTIK KG;25.10.2025;25.10.2025;32449,00;EUR;
AR501675;Rechnung;100090;WEST WERKSTOFFE GMBH;29.10.2025;29.10.2025;26015,00;EUR;
AR501676;Rechnung;100045;HELIOS DRUCK GMBH;06.10.2025;06.10.2025;46549,00;EUR;
AR501677;Rechnung;100149;RATIO DISTRIBUTION GMBH;02.10.2025;02.10.2025;12989,00;EUR;
AR501678;Rechnung;100155;RATIO TRANSPORT GMBH;11.10.2025;11.10.2025;15385,00;EUR;
AR501679;Rechnung;100051;PACTUM DISTRIBUTION KG;12.10.2025;12.10.2025;33702,00;EUR;
AR501680;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;05.10.2025;05.10.2025;16135,00;EUR;
AR501681;Rechnung;100040;SOLUM WERKSTOFFE GMBH;23.10.2025;23.10.2025;17718,00;EUR;
AR501682;Rechnung;100154;CIVES WERKSTOFFE E.K.;25.10.2025;25.10.2025;44835,00;EUR;
AR501683;Rechnung;100121;FALKE WERKSTOFFE GMBH;11.10.2025;11.10.2025;12615,00;EUR;
AR501684;Rechnung;100038;SATURN MASCHINEN GMBH;07.10.2025;07.10.2025;35639,00;EUR;
AR501685;Rechnung;100006;SÜD DRUCK GMBH;16.10.2025;16.10.2025;16459,00;EUR;
AR501686;Rechnung;100057;CORVUS FORMTEILE GMBH;27.10.2025;27.10.2025;9808,00;EUR;
AR501687;Rechnung;100035;CIVES TECHNIK GMBH;28.10.2025;28.10.2025;22922,00;EUR;
AR501688;Rechnung;100072;IRIS LOGISTIK E.K.;03.10.2025;03.10.2025;26828,00;EUR;
AR501689;Rechnung;100043;DELTA BESCHICHTUNG GMBH & CO. KG;07.10.2025;07.10.2025;46273,00;EUR;
AR501690;Rechnung;100154;CIVES WERKSTOFFE E.K.;14.10.2025;14.10.2025;10658,00;EUR;
AR501691;Rechnung;100142;NOVA RECYCLING SE;14.10.2025;14.10.2025;51299,00;EUR;
AR501692;Rechnung;100075;FALKE ETIKETTEN E.K.;03.10.2025;03.10.2025;41217,00;EUR;
AR501693;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;05.10.2025;05.10.2025;49418,00;EUR;
AR501694;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;22.10.2025;22.10.2025;42709,00;EUR;
AR501695;Rechnung;100040;SOLUM WERKSTOFFE GMBH;04.10.2025;04.10.2025;899,00;EUR;
AR501696;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;03.10.2025;03.10.2025;1118,00;EUR;
AR501697;Rechnung;100049;OST KARTON AG;25.10.2025;25.10.2025;31755,00;EUR;
AR501698;Rechnung;100088;NOVA BESCHICHTUNG GMBH;09.10.2025;09.10.2025;40976,00;EUR;
AR501699;Rechnung;100080;RATIO SYSTEME GMBH;08.10.2025;08.10.2025;18270,00;EUR;
AR501700;Rechnung;100139;RATIO BESCHICHTUNG KG;06.11.2025;06.11.2025;49468,00;EUR;
AR501701;Rechnung;100093;TERRA RECYCLING GMBH;16.11.2025;16.11.2025;37242,00;EUR;
AR501702;Rechnung;100070;ADLER DRUCK GMBH;10.11.2025;10.11.2025;42964,00;EUR;
AR501703;Rechnung;100021;HELIOS RECYCLING GMBH;25.11.2025;25.11.2025;18463,00;EUR;
AR501704;Rechnung;100094;SATURN FORMTEILE SE;19.11.2025;19.11.2025;1350,00;EUR;
AR501705;Rechnung;100134;SOLUM TRANSPORT E.K.;02.11.2025;02.11.2025;2328,00;EUR;
AR501706;Rechnung;100022;WEST INDUSTRIEBEDARF GMBH;09.11.2025;09.11.2025;47654,00;EUR;
AR501707;Rechnung;100031;RATIO PAPIER KG;03.11.2025;03.11.2025;22160,00;EUR;
AR501708;Rechnung;100064;FALKE MASCHINEN GMBH;04.11.2025;04.11.2025;16994,00;EUR;
AR501709;Rechnung;100127;TERRA TECHNIK KG;03.11.2025;03.11.2025;7442,00;EUR;
AR501710;Rechnung;100108;ATLAS MASCHINEN AG;30.11.2025;30.11.2025;49284,00;EUR;
AR501711;Rechnung;100146;ORION KARTON GMBH;18.11.2025;18.11.2025;44487,00;EUR;
AR501712;Rechnung;100023;OST PAPIER SE;24.11.2025;24.11.2025;53558,00;EUR;
AR501713;Rechnung;100146;ORION KARTON GMBH;06.11.2025;06.11.2025;40100,00;EUR;
AR501714;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;27.11.2025;27.11.2025;3212,00;EUR;
AR501715;Rechnung;100089;LUPUS RECYCLING GMBH;14.11.2025;14.11.2025;37825,00;EUR;
AR501716;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;07.11.2025;07.11.2025;16992,00;EUR;
AR501717;Rechnung;100034;BOREAS PAPIER GMBH;02.11.2025;02.11.2025;23247,00;EUR;
AR501718;Rechnung;100001;FOKUS KUNSTSTOFF GMBH;22.11.2025;22.11.2025;49142,00;EUR;
AR501719;Rechnung;100064;FALKE MASCHINEN GMBH;14.11.2025;14.11.2025;11736,00;EUR;
AR501720;Rechnung;100120;WEST TECHNIK SE;14.11.2025;14.11.2025;50628,00;EUR;
AR501721;Rechnung;100080;RATIO SYSTEME GMBH;03.11.2025;03.11.2025;38445,00;EUR;
AR501722;Rechnung;100041;PRISMA HANDEL E.K.;16.11.2025;16.11.2025;28340,00;EUR;
AR501723;Rechnung;100011;BOREAS BESCHICHTUNG E.K.;09.11.2025;09.11.2025;6073,00;EUR;
AR501724;Rechnung;100006;SÜD DRUCK GMBH;29.11.2025;29.11.2025;2014,00;EUR;
AR501725;Rechnung;100059;FOKUS RECYCLING GMBH & CO. KG;26.11.2025;26.11.2025;25898,00;EUR;
AR501726;Rechnung;100017;HELIOS ETIKETTEN KG;15.11.2025;15.11.2025;53282,00;EUR;
AR501727;Rechnung;100096;ALPHA SYSTEME E.K.;30.11.2025;30.11.2025;26974,00;EUR;
AR501728;Rechnung;100028;VEGA FOLIEN GMBH;18.11.2025;18.11.2025;8178,00;EUR;
AR501729;Rechnung;100025;LUPUS CHEMIE AG;22.11.2025;22.11.2025;53238,00;EUR;
AR501730;Rechnung;100073;KRANICH MASCHINEN AG;25.11.2025;25.11.2025;22296,00;EUR;
AR501731;Rechnung;100102;CASTOR FORMTEILE GMBH;03.11.2025;03.11.2025;31949,00;EUR;
AR501732;Rechnung;100081;ADLER RECYCLING GMBH;01.11.2025;01.11.2025;13995,00;EUR;
AR501733;Rechnung;100089;LUPUS RECYCLING GMBH;20.11.2025;20.11.2025;2814,00;EUR;
AR501734;Rechnung;100018;SOLUM RECYCLING AG;25.11.2025;25.11.2025;4077,00;EUR;
AR501735;Rechnung;100102;CASTOR FORMTEILE GMBH;22.11.2025;22.11.2025;21105,00;EUR;
AR501736;Rechnung;100053;REIHER LOGISTIK GMBH;19.11.2025;19.11.2025;44150,00;EUR;
AR501737;Rechnung;100064;FALKE MASCHINEN GMBH;05.11.2025;05.11.2025;28211,00;EUR;
AR501738;Rechnung;100026;IRIS KUNSTSTOFF E.K.;28.11.2025;28.11.2025;7380,00;EUR;
AR501739;Rechnung;100144;WEST CHEMIE SE;16.11.2025;16.11.2025;25335,00;EUR;
AR501740;Rechnung;100131;WEST FORMTEILE GMBH;07.11.2025;07.11.2025;53579,00;EUR;
AR501741;Rechnung;100149;RATIO DISTRIBUTION GMBH;30.11.2025;30.11.2025;32939,00;EUR;
AR501742;Rechnung;100028;VEGA FOLIEN GMBH;02.11.2025;02.11.2025;53117,00;EUR;
AR501743;Rechnung;100036;KRONOS PAPIER GMBH;07.11.2025;07.11.2025;22369,00;EUR;
AR501744;Rechnung;100031;RATIO PAPIER KG;25.11.2025;25.11.2025;9533,00;EUR;
AR501745;Rechnung;100107;CASTOR VERPACKUNG AG;02.11.2025;02.11.2025;13375,00;EUR;
AR501746;Rechnung;100039;IRIS TECHNIK GMBH;02.11.2025;02.11.2025;2302,00;EUR;
AR501747;Rechnung;100097;VEGA WERKSTOFFE KG;13.11.2025;13.11.2025;31527,00;EUR;
AR501748;Rechnung;100126;DELTA TECHNIK SE;10.11.2025;10.11.2025;16785,00;EUR;
AR501749;Rechnung;100083;MERKUR MASCHINEN GMBH;19.11.2025;19.11.2025;24484,00;EUR;
AR501750;Rechnung;100086;HELIOS FOLIEN GMBH & CO. KG;27.11.2025;27.11.2025;13254,00;EUR;
AR501751;Rechnung;100144;WEST CHEMIE SE;30.11.2025;30.11.2025;50605,00;EUR;
AR501752;Rechnung;100156;KRANICH PAPIER GMBH & CO. KG;30.11.2025;30.11.2025;24686,00;EUR;
AR501753;Rechnung;100111;PACTUM RECYCLING E.K.;24.11.2025;24.11.2025;27485,00;EUR;
AR501754;Rechnung;100128;RATIO INDUSTRIEBEDARF AG;26.11.2025;26.11.2025;23837,00;EUR;
AR501755;Rechnung;100153;KRONOS INDUSTRIEBEDARF E.K.;30.11.2025;30.11.2025;13500,00;EUR;
AR501756;Rechnung;100131;WEST FORMTEILE GMBH;28.11.2025;28.11.2025;27367,00;EUR;
AR501757;Rechnung;100046;SÜD KUNSTSTOFF KG;12.11.2025;12.11.2025;17571,00;EUR;
AR501758;Rechnung;100130;TITAN DISTRIBUTION GMBH;03.11.2025;03.11.2025;9480,00;EUR;
AR501759;Rechnung;100071;VEGA PAPIER GMBH;11.11.2025;11.11.2025;36897,00;EUR;
AR501760;Rechnung;100014;ALPHA HANDEL GMBH;09.11.2025;09.11.2025;50503,00;EUR;
AR501761;Rechnung;100053;REIHER LOGISTIK GMBH;22.11.2025;22.11.2025;37760,00;EUR;
AR501762;Rechnung;100149;RATIO DISTRIBUTION GMBH;11.11.2025;11.11.2025;24969,00;EUR;
AR501763;Rechnung;100008;FALKE CHEMIE KG;11.11.2025;11.11.2025;46287,00;EUR;
AR501764;Rechnung;100102;CASTOR FORMTEILE GMBH;16.11.2025;16.11.2025;9400,00;EUR;
AR501765;Rechnung;100039;IRIS TECHNIK GMBH;02.11.2025;02.11.2025;10869,00;EUR;
AR501766;Rechnung;100079;CORVUS KARTON GMBH;15.11.2025;15.11.2025;3547,00;EUR;
AR501767;Rechnung;100122;FOKUS SYSTEME GMBH;26.11.2025;26.11.2025;15210,00;EUR;
AR501768;Rechnung;100057;CORVUS FORMTEILE GMBH;19.11.2025;19.11.2025;7179,00;EUR;
AR501769;Rechnung;100024;KRANICH HANDEL GMBH;11.11.2025;11.11.2025;51703,00;EUR;
AR501770;Rechnung;100077;KRANICH FORMTEILE E.K.;23.11.2025;23.11.2025;49593,00;EUR;
AR501771;Rechnung;100017;HELIOS ETIKETTEN KG;03.11.2025;03.11.2025;17343,00;EUR;
AR501772;Rechnung;100070;ADLER DRUCK GMBH;10.11.2025;10.11.2025;34912,00;EUR;
AR501773;Rechnung;100035;CIVES TECHNIK GMBH;07.11.2025;07.11.2025;2418,00;EUR;
AR501774;Rechnung;100145;ATLAS RECYCLING SE;29.11.2025;29.11.2025;22088,00;EUR;
AR501775;Rechnung;100098;PACTUM FOLIEN AG;27.11.2025;27.11.2025;35032,00;EUR;
AR501776;Rechnung;100103;IRIS MASCHINEN AG;16.11.2025;16.11.2025;5525,00;EUR;
AR501777;Rechnung;100109;SOLUM KARTON GMBH & CO. KG;24.11.2025;24.11.2025;6105,00;EUR;
AR501778;Rechnung;100014;ALPHA HANDEL GMBH;17.11.2025;17.11.2025;49724,00;EUR;
AR501779;Rechnung;100037;PACTUM TECHNIK GMBH;18.11.2025;18.11.2025;38578,00;EUR;
AR501780;Rechnung;100010;FOKUS TECHNIK GMBH;07.11.2025;07.11.2025;20236,00;EUR;
AR501781;Rechnung;100124;MERKUR MASCHINEN KG;22.11.2025;22.11.2025;33751,00;EUR;
AR501782;Rechnung;100155;RATIO TRANSPORT GMBH;09.11.2025;09.11.2025;40789,00;EUR;
AR501783;Rechnung;100120;WEST TECHNIK SE;11.11.2025;11.11.2025;39323,00;EUR;
AR501784;Rechnung;100135;PACTUM KARTON E.K.;17.11.2025;17.11.2025;18539,00;EUR;
AR501785;Rechnung;100046;SÜD KUNSTSTOFF KG;19.11.2025;19.11.2025;28481,00;EUR;
AR501786;Rechnung;100023;OST PAPIER SE;04.11.2025;04.11.2025;39653,00;EUR;
AR501787;Rechnung;100147;NOVA BESCHICHTUNG KG;01.11.2025;01.11.2025;13773,00;EUR;
AR501788;Rechnung;100132;CORVUS CHEMIE KG;22.11.2025;22.11.2025;23369,00;EUR;
AR501789;Rechnung;100107;CASTOR VERPACKUNG AG;29.11.2025;29.11.2025;12348,00;EUR;
AR501790;Rechnung;100021;HELIOS RECYCLING GMBH;30.11.2025;30.11.2025;2327,00;EUR;
AR501791;Rechnung;100016;MERKUR WERKSTOFFE SE;24.11.2025;24.11.2025;20983,00;EUR;
AR501792;Rechnung;100118;LUPUS PAPIER GMBH;05.11.2025;05.11.2025;18379,00;EUR;
AR501793;Rechnung;100106;ALPHA RECYCLING AG;17.11.2025;17.11.2025;30119,00;EUR;
AR501794;Rechnung;100027;BOREAS TRANSPORT AG;03.11.2025;03.11.2025;48369,00;EUR;
AR501795;Rechnung;100083;MERKUR MASCHINEN GMBH;03.11.2025;03.11.2025;15988,00;EUR;
AR501796;Rechnung;100072;IRIS LOGISTIK E.K.;22.11.2025;22.11.2025;23354,00;EUR;
AR501797;Rechnung;100038;SATURN MASCHINEN GMBH;26.11.2025;26.11.2025;34162,00;EUR;
AR501798;Rechnung;100074;WEST LOGISTIK KG;07.11.2025;07.11.2025;2525,00;EUR;
